,path,num_frames
56570,844424932820856-775-f.wav,69103
6804,844424930746264-973-f.wav,67988
25245,844424931351694-608-f.wav,65016
26593,844424931379884-989-f.wav,93623
70775,844424933123877-850-f.wav,92880
72966,844424933144398-521-f.wav,70217
68875,844424933091118-850-f.wav,73933
59240,844424932888107-850-f.wav,98081
34416,844424931492165-989-f.wav,85078
3519,844424930610061-812-f.wav,83964
66889,844424933062140-177-f.wav,73189
18103,844424931165395-973-f.wav,58700
28760,844424931414281-782-f.wav,138205
66316,844424933057937-1200-f.wav,108855
59078,844424932881174-782-f.wav,83964
47526,844424932564787-331-f.wav,72075
2682,844424930588673-396-f.wav,111827
8081,844424930793835-396-f.wav,93995
1820,844424930566745-396-f.wav,108855
9117,844424930836260-396-f.wav,94366
4079,844424930646449-812-f.wav,73561
2969,844424930596909-973-f.wav,67988
79464,844424933627201-700-m.wav,91394
11495,844424930900238-1031-f.wav,97710
2188,844424930575612-973-f.wav,81734
16145,844424931091672-930-f.wav,88793
7084,844424930751245-812-f.wav,91765
9273,844424930838618-396-f.wav,75790
6537,844424930738636-812-f.wav,58700
36118,844424931511047-594-f.wav,64645
82250,844424933643677-1119-m.wav,80991
50453,844424932639954-1147-f.wav,72446
46379,844424932534001-209-f.wav,79877
48790,844424932606615-830-f.wav,53127
55335,844424932792808-850-f.wav,85821
35138,844424931500814-1200-f.wav,93623
68475,844424933087006-850-f.wav,57214
43862,844424932448379-534-m.wav,109598
51249,844424932648351-850-f.wav,67617
64020,844424933039386-850-f.wav,69103
5627,844424930694060-292-m.wav,114057
30625,844424931433446-1163-f.wav,116286
7492,844424930770774-973-f.wav,104769
56304,844424932819412-177-f.wav,55728
69383,844424933109603-196-f.wav,54985
40354,844424931564408-893-f.wav,48669
73789,844424933147262-180-f.wav,94738
34620,844424931495258-101-f.wav,75047
82558,844424933647768-601-m.wav,56843
62834,844424933016359-373-m.wav,57214
20097,844424931260479-101-f.wav,73933
63395,844424933031846-775-f.wav,53499
80666,844424933633756-601-m.wav,95852
74631,844424933151086-521-f.wav,76162
78212,844424933624806-500-m.wav,159010
20519,844424931278077-608-f.wav,86193
64894,844424933048895-177-f.wav,51270
8617,844424930827118-1031-f.wav,133747
4134,844424930650845-812-f.wav,78391
68332,844424933085659-850-f.wav,60186
23994,844424931335814-608-f.wav,68360
3906,844424930619939-396-f.wav,108484
4530,844424930655462-354-f.wav,59815
43903,844424932461273-850-f.wav,79134
67704,844424933071816-1200-f.wav,51641
51164,844424932646543-272-f.wav,103654
83472,844424933653631-1046-m.wav,98453
10529,844424930865261-973-f.wav,73561
63336,844424933031770-775-f.wav,49784
19394,844424931232900-189-f.wav,73189
72277,844424933141991-850-f.wav,59072
33500,844424931473794-1200-f.wav,102539
50933,844424932645154-1147-f.wav,72446
36924,844424931530987-710-m.wav,83592
35562,844424931504015-1200-f.wav,69846
19774,844424931241659-66-f.wav,143778
71692,844424933138304-775-f.wav,81363
23935,844424931335748-608-f.wav,90651
83533,844424933656125-718-m.wav,63901
74915,844424933152110-775-f.wav,63901
73033,844424933144466-521-f.wav,56843
57280,844424932834814-177-f.wav,75790
35090,844424931500169-989-f.wav,60558
50252,844424932639107-973-f.wav,77276
26612,844424931379909-989-f.wav,91394
353,844424930436308-930-f.wav,138205
32065,844424931448203-270-f.wav,112199
45308,844424932502663-331-f.wav,78391
21340,844424931291030-270-f.wav,83964
51550,844424932662379-373-m.wav,80991
52825,844424932716119-1200-f.wav,71332
29134,844424931420039-1143-f.wav,90651
27091,844424931383188-249-f.wav,97338
15671,844424931059580-973-f.wav,45326
38081,844424931540803-775-f.wav,95852
54604,844424932760485-775-f.wav,75419
25806,844424931369945-608-f.wav,68731
8547,844424930823616-608-f.wav,95109
28660,844424931413955-1031-f.wav,64273
82285,844424933644030-439-m.wav,81734
8022,844424930792838-973-f.wav,56471
81190,844424933638375-439-m.wav,93623
41398,844424931569484-608-f.wav,96967
29738,844424931425671-1031-f.wav,94366
44098,844424932462125-209-f.wav,104769
24357,844424931338892-608-f.wav,65388
51115,844424932646277-373-m.wav,70217
59480,844424932898196-850-f.wav,61672
54920,844424932784273-66-f.wav,146750
78417,844424933625290-700-m.wav,122230
20204,844424931264101-156-f.wav,86936
22257,844424931316488-608-f.wav,97338
50362,844424932639543-449-m.wav,83964
69322,844424933109535-196-f.wav,86564
72551,844424933143020-177-f.wav,67988
13442,844424930954917-812-f.wav,77276
2316,844424930580731-389-m.wav,92137
33312,844424931468194-989-f.wav,80248
40387,844424931564655-657-f.wav,78019
62585,844424933006317-850-f.wav,71332
74023,844424933147684-830-f.wav,95852
72262,844424933141774-979-f.wav,64645
74382,844424933149789-703-f.wav,111084
76805,844424933620061-1187-m.wav,54242
65707,844424933053743-177-f.wav,50155
18374,844424931172626-812-f.wav,76533
54945,844424932784316-66-f.wav,106255
20033,844424931251180-736-f.wav,105883
66667,844424933059262-373-m.wav,125945
6349,844424930723243-608-f.wav,91394
13925,844424930982195-270-f.wav,97338
68979,844424933096866-1194-f.wav,101053
32579,844424931452993-594-f.wav,68731
68554,844424933087097-850-f.wav,57957
57487,844424932838767-496-f.wav,99196
34316,844424931491738-594-f.wav,97338
6722,844424930742844-812-f.wav,89536
46360,844424932533973-209-f.wav,60929
59814,844424932909770-979-f.wav,108855
3199,844424930600315-973-f.wav,71332
18340,844424931172584-812-f.wav,97338
11760,844424930906082-608-f.wav,70960
36196,844424931511789-1016-f.wav,141177
48516,844424932604912-373-m.wav,88422
65335,844424933052218-775-f.wav,69103
82124,844424933643433-1119-m.wav,68731
907,844424930502177-1158-f.wav,90279
6290,844424930722476-396-f.wav,92137
72669,844424933143771-180-f.wav,134119
27905,844424931404195-270-f.wav,94738
52255,844424932671454-989-f.wav,99196
25468,844424931365916-736-f.wav,101053
45744,844424932513647-196-f.wav,56843
60035,844424932911472-177-f.wav,61301
51676,844424932664445-850-f.wav,77276
19694,844424931240923-1158-f.wav,56843
68787,844424933090710-1194-f.wav,92508
52236,844424932671427-989-f.wav,76533
50987,844424932645211-1147-f.wav,99196
62356,844424932994744-496-f.wav,78391
5975,844424930702483-812-f.wav,75047
55927,844424932815066-850-f.wav,80991
24578,844424931343847-930-f.wav,140806
36911,844424931530961-710-m.wav,144893
73840,844424933147338-66-f.wav,129289
6298,844424930722484-396-f.wav,76905
21069,844424931287007-736-f.wav,53127
61910,844424932984010-608-f.wav,72075
13880,844424930982145-270-f.wav,93623
43376,844424932442994-1147-f.wav,101053
53154,844424932720557-608-f.wav,76533
24861,844424931350134-608-f.wav,70217
19029,844424931208891-812-f.wav,74676
80095,844424933629551-359-m.wav,102539
63669,844424933032579-1200-f.wav,52013
75033,844424933152537-521-f.wav,67245
67599,844424933071577-1194-f.wav,114057
10750,844424930867552-1136-m.wav,79134
46045,844424932527807-830-f.wav,99939
58186,844424932853129-850-f.wav,66131
76521,844424933618540-1088-m.wav,57214
28248,844424931412495-442-f.wav,86936
14058,844424930986464-292-m.wav,87307
27608,844424931397253-249-f.wav,95109
33847,844424931478159-1200-f.wav,129289
65419,844424933052515-521-f.wav,108855
51949,844424932667949-704-f.wav,78762
64438,844424933045200-704-f.wav,74304
22137,844424931308715-736-f.wav,72075
17062,844424931122100-396-f.wav,81363
23870,844424931332474-1031-f.wav,59072
38724,844424931547263-704-f.wav,82849
67349,844424933068680-1200-f.wav,61301
32371,844424931452321-1031-f.wav,70960
17917,844424931154027-1031-f.wav,84335
50783,844424932641525-177-f.wav,96224
80017,844424933629227-359-m.wav,87679
2992,844424930596947-973-f.wav,82477
51746,844424932666444-608-f.wav,111456
65251,844424933051805-196-f.wav,53870
78238,844424933624893-1019-m.wav,77648
72872,844424933144003-177-f.wav,77648
2934,844424930593355-292-m.wav,91765
80626,844424933633471-1199-m.wav,55357
7257,844424930756163-812-f.wav,84335
72739,844424933143860-1194-f.wav,114800
3623,844424930614140-396-f.wav,96224
81179,844424933638360-439-m.wav,85821
44331,844424932468011-331-f.wav,122602
3732,844424930617705-930-f.wav,87679
25342,844424931364347-782-f.wav,75419
26902,844424931381842-66-f.wav,102911
32192,844424931448544-442-f.wav,59443
26031,844424931370817-1075-m.wav,108855
59169,844424932883016-449-m.wav,68731
50982,844424932645206-1147-f.wav,69474
32476,844424931452879-150-m.wav,80991
76362,844424933616460-1088-m.wav,82849
34217,844424931490812-594-f.wav,66874
82883,844424933650470-32-m.wav,65759
41912,844424931601527-1039-f.wav,68360
58562,844424932868867-775-f.wav,67617
27307,844424931390300-796-f.wav,104769
37510,844424931535820-156-f.wav,94366
83564,844424933656198-718-m.wav,65388
21613,844424931296565-66-f.wav,99196
10457,844424930863554-973-f.wav,63158
19158,844424931219835-930-f.wav,106998
24891,844424931350171-608-f.wav,85450
14095,844424930986503-292-m.wav,93252
50735,844424932641163-1200-f.wav,103283
68746,844424933090656-1194-f.wav,98453
57161,844424932832176-449-m.wav,82106
48092,844424932590226-180-f.wav,139691
45622,844424932512586-553-f.wav,55728
40113,844424931563210-608-f.wav,94366
75747,844424933162380-703-f.wav,82477
69330,844424933109546-196-f.wav,89165
9614,844424930849836-396-f.wav,77648
29435,844424931422203-150-m.wav,82849
26408,844424931378129-736-f.wav,63901
41449,844424931569543-608-f.wav,87307
66370,844424933058303-704-f.wav,81734
37551,844424931537565-156-f.wav,66131
54417,844424932751558-973-f.wav,59072
58201,844424932853246-850-f.wav,94738
8594,844424930823675-608-f.wav,94366
81313,844424933638519-718-m.wav,106998
41408,844424931569497-608-f.wav,113685
58963,844424932875622-180-f.wav,120744
32204,844424931448558-442-f.wav,75419
79424,844424933627136-586-m.wav,98824
25916,844424931370443-657-f.wav,98081
46128,844424932528614-850-f.wav,85821
34821,844424931497562-594-f.wav,71703
27503,844424931393898-736-f.wav,94738
37787,844424931539344-594-f.wav,142292
57971,844424932850574-449-m.wav,92137
61746,844424932973882-850-f.wav,72818
8573,844424930823648-608-f.wav,111456
66544,844424933058807-1200-f.wav,51270
42333,844424932320531-1147-f.wav,93995
82145,844424933643463-1119-m.wav,67245
40478,844424931564881-594-f.wav,68360
30788,844424931434230-775-f.wav,58329
50523,844424932640440-600-f.wav,76905
62760,844424933015028-850-f.wav,85450
68587,844424933088231-850-f.wav,75790
29654,844424931424477-786-m.wav,111456
21166,844424931287227-608-f.wav,67245
71077,844424933129348-850-f.wav,98081
63548,844424933032135-775-f.wav,76533
75387,844424933160214-976-f.wav,82106
47103,844424932556465-553-f.wav,83592
72061,844424933141036-989-f.wav,76162
32356,844424931452293-1031-f.wav,22291
19134,844424931219810-930-f.wav,74676
76931,844424933621292-1105-m.wav,59815
42417,844424932331530-1147-f.wav,101053
68175,844424933085177-196-f.wav,50155
69704,844424933116538-976-f.wav,120001
15739,844424931064327-812-f.wav,74676
67256,844424933068074-1200-f.wav,91765
46184,844424932528886-196-f.wav,55357
24985,844424931350591-736-f.wav,79134
77755,844424933624000-776-m.wav,67617
61065,844424932930793-850-f.wav,69103
41008,844424931567468-594-f.wav,99567
5690,844424930698931-396-f.wav,99567
66580,844424933058848-1200-f.wav,52384
57102,844424932831008-979-f.wav,70589
32213,844424931448567-442-f.wav,75790
66203,844424933057517-704-f.wav,55357
61306,844424932936017-775-f.wav,70217
26998,844424931382968-270-f.wav,90651
16265,844424931094109-396-f.wav,88422
62788,844424933015059-850-f.wav,70589
82445,844424933646789-1119-m.wav,71703
13504,844424930969501-812-f.wav,75790
14360,844424931003245-442-f.wav,93995
976,844424930527984-1158-f.wav,80620
45098,844424932496762-830-f.wav,83220
32576,844424931452990-594-f.wav,86564
50913,844424932645133-1147-f.wav,67617
81133,844424933638282-1199-m.wav,59815
72845,844424933143973-1200-f.wav,67988
29300,844424931421541-973-f.wav,56100
19836,844424931242159-736-f.wav,95852
11313,844424930886866-1031-f.wav,125945
35446,844424931503791-796-f.wav,74676
78357,844424933625209-1019-m.wav,135605
17716,844424931144792-270-f.wav,69846
16615,844424931107152-396-f.wav,52756
37989,844424931540567-704-f.wav,63158
80208,844424933630545-439-m.wav,114057
71821,844424933138452-704-f.wav,56100
44779,844424932473570-1147-f.wav,82849
81507,844424933639071-220-m.wav,118886
57084,844424932830989-979-f.wav,75419
15523,844424931050706-396-f.wav,93995
16287,844424931094138-396-f.wav,98453
47520,844424932564779-331-f.wav,103283
38550,844424931544491-893-f.wav,53127
63490,844424933032064-775-f.wav,66874
61241,844424932933431-850-f.wav,86936
65848,844424933054809-850-f.wav,64273
70739,844424933123834-850-f.wav,65759
602,844424930443756-1016-f.wav,108112
33708,844424931477134-930-f.wav,99939
19239,844424931232226-664-f.wav,89165
78340,844424933625163-500-m.wav,152323
71344,844424933136081-196-f.wav,52013
33643,844424931474664-704-f.wav,56471
57549,844424932843949-66-f.wav,146007
32302,844424931450705-1031-f.wav,72075
14270,844424930999650-812-f.wav,60558
60397,844424932916856-177-f.wav,70589
70102,844424933118768-196-f.wav,71332
11505,844424930900248-1031-f.wav,70960
50726,844424932641152-1200-f.wav,56843
3250,844424930603229-1158-f.wav,81363
35631,844424931504191-249-f.wav,92137
16153,844424931091680-930-f.wav,91765
80250,844424933630717-439-m.wav,93623
20498,844424931278054-1031-f.wav,104397
42215,844424932313676-1147-f.wav,122973
20160,844424931260549-101-f.wav,88793
11840,844424930907574-812-f.wav,81734
82723,844424933648300-601-m.wav,60558
69359,844424933109578-196-f.wav,55728
13027,844424930938142-812-f.wav,67617
30367,844424931431330-775-f.wav,77648
28517,844424931413295-608-f.wav,99939
20401,844424931268240-1031-f.wav,109970
64950,844424933050467-177-f.wav,56100
39613,844424931554207-594-f.wav,110713
67442,844424933070381-1194-f.wav,120744
80022,844424933629234-359-m.wav,79877
15233,844424931032179-973-f.wav,89165
23812,844424931330609-66-f.wav,96595
32406,844424931452571-1031-f.wav,69846
53518,844424932724268-989-f.wav,128546
37105,844424931532019-594-f.wav,63158
26548,844424931379825-989-f.wav,131146
72695,844424933143807-1194-f.wav,71332
9326,844424930838682-396-f.wav,103283
56362,844424932819494-989-f.wav,105883
60047,844424932911485-177-f.wav,74304
44636,844424932471788-1147-f.wav,119629
70885,844424933126350-850-f.wav,75047
70093,844424933118755-196-f.wav,43468
30638,844424931433460-1163-f.wav,110341
72857,844424933143988-177-f.wav,71332
72385,844424933142413-66-f.wav,110713
40175,844424931563284-608-f.wav,68731
44222,844424932467880-1147-f.wav,75790
51138,844424932646309-373-m.wav,140063
52032,844424932669460-973-f.wav,66874
11000,844424930876586-812-f.wav,73189
66108,844424933057115-177-f.wav,56843
42301,844424932313915-1127-f.wav,94738
46929,844424932544142-850-f.wav,95109
16369,844424931096244-930-f.wav,107741
76231,844424933611124-1-m.wav,76162
51451,844424932660432-850-f.wav,107369
52966,844424932716495-127-f.wav,62415
34284,844424931491698-594-f.wav,71332
48446,844424932604420-553-f.wav,80620
29632,844424931424453-786-m.wav,116286
19503,844424931233327-100-f.wav,94366
71363,844424933136101-196-f.wav,46812
61098,844424932930830-850-f.wav,77648
22522,844424931319100-812-f.wav,66131
64822,844424933048414-704-f.wav,62787
53961,844424932735553-704-f.wav,76162
62523,844424933000771-850-f.wav,54614
50989,844424932645213-1147-f.wav,63901
82214,844424933643629-1119-m.wav,50155
34220,844424931490815-594-f.wav,142664
10323,844424930862593-930-f.wav,89165
45935,844424932526324-850-f.wav,82106
14029,844424930986435-292-m.wav,107741
46538,844424932536395-331-f.wav,90279
33544,844424931473842-1200-f.wav,97338
4302,844424930653139-812-f.wav,82477
53480,844424932724214-989-f.wav,102539
41792,844424931596279-1143-f.wav,165326
67228,844424933067744-704-f.wav,67617
44049,844424932462061-209-f.wav,49784
18989,844424931207441-812-f.wav,64273
6130,844424930708177-101-f.wav,97710
58700,844424932871597-373-m.wav,67988
51129,844424932646295-373-m.wav,69846
63047,844424933026702-830-f.wav,84707
53020,844424932718383-180-f.wav,125202
57633,844424932847158-1200-f.wav,75047
28806,844424931416648-442-f.wav,78019
42316,844424932313937-1127-f.wav,126317
70711,844424933123801-850-f.wav,80248
25600,844424931366311-973-f.wav,78391
38016,844424931540705-594-f.wav,87307
42896,844424932426160-1147-f.wav,117029
75617,844424933161270-976-f.wav,81734
32159,844424931448510-442-f.wav,74304
20319,844424931266337-736-f.wav,129660
58046,844424932852866-850-f.wav,51270
67047,844424933062430-704-f.wav,65759
5546,844424930687945-594-f.wav,117772
39332,844424931551900-973-f.wav,69846
16486,844424931103988-292-m.wav,99567
47186,844424932558069-196-f.wav,65759
63606,844424933032210-704-f.wav,69474
51474,844424932660468-850-f.wav,79877
53466,844424932723495-496-f.wav,63901
44292,844424932467964-331-f.wav,93995
6108,844424930708150-101-f.wav,88793
59683,844424932908062-704-f.wav,65759
65200,844424933051448-177-f.wav,75419
5339,844424930684583-396-f.wav,58329
14759,844424931025543-973-f.wav,66131
37925,844424931540479-704-f.wav,80620
38652,844424931547130-704-f.wav,74676
36212,844424931511810-594-f.wav,85450
8352,844424930820392-973-f.wav,102911
726,844424930460967-549-m.wav,101425
65193,844424933051440-177-f.wav,63158
62718,844424933014975-850-f.wav,70589
32366,844424931452311-1031-f.wav,109227
80169,844424933629868-1187-m.wav,117772
21886,844424931301884-608-f.wav,59815
32088,844424931448228-270-f.wav,160496
45095,844424932496757-830-f.wav,80620
240,844424930408981-930-f.wav,105883
71116,844424933129389-850-f.wav,71703
8897,844424930830322-973-f.wav,50898
43043,844424932434734-209-f.wav,87679
55749,844424932804542-449-m.wav,72818
65676,844424933053711-177-f.wav,58700
2499,844424930586018-396-f.wav,98081
40893,844424931566882-989-f.wav,66131
52526,844424932681106-830-f.wav,88422
67040,844424933062422-704-f.wav,76533
71015,844424933128702-703-f.wav,156038
25309,844424931356215-4-f.wav,86936
43403,844424932443028-1147-f.wav,109598
42615,844424932401097-1147-f.wav,119258
52906,844424932716416-127-f.wav,82849
67094,844424933063387-177-f.wav,48669
35827,844424931506067-101-f.wav,106998
17267,844424931130427-270-f.wav,64645
26417,844424931378143-736-f.wav,72446
1756,844424930565771-812-f.wav,70217
78500,844424933625415-776-m.wav,56471
39699,844424931554517-594-f.wav,126688
55296,844424932792763-850-f.wav,88793
60288,844424932914711-66-f.wav,124088
37494,844424931535804-156-f.wav,86936
70175,844424933119052-196-f.wav,41610
65533,844424933052645-704-f.wav,56471
13237,844424930939186-608-f.wav,91394
62871,844424933022795-850-f.wav,106626
10447,844424930863542-973-f.wav,147122
59383,844424932888276-850-f.wav,75047
75604,844424933161257-976-f.wav,62415
13370,844424930954834-812-f.wav,104769
47630,844424932564910-850-f.wav,76162
71006,844424933127890-976-f.wav,51270
66829,844424933062075-177-f.wav,57586
30481,844424931431867-812-f.wav,72818
56077,844424932818015-704-f.wav,78019
73945,844424933147493-976-f.wav,89536
842,844424930468849-1158-f.wav,108112
9827,844424930853279-1031-f.wav,102539
17569,844424931142128-442-f.wav,76533
59288,844424932888162-850-f.wav,88793
66411,844424933058351-704-f.wav,66874
41456,844424931569551-608-f.wav,100682
34812,844424931497549-594-f.wav,124831
33049,844424931461206-101-f.wav,69846
6109,844424930708151-101-f.wav,138205
1887,844424930567326-517-f.wav,76905
21036,844424931286948-736-f.wav,75419
82628,844424933647937-601-m.wav,54985
64417,844424933045168-704-f.wav,76905
1677,844424930565079-608-f.wav,82849
41276,844424931569218-989-f.wav,81363
60015,844424932911451-177-f.wav,70589
40873,844424931566855-989-f.wav,55357
20706,844424931282446-189-f.wav,77276
46311,844424932530210-850-f.wav,70589
8756,844424930827502-812-f.wav,78019
62771,844424933015040-850-f.wav,57957
41129,844424931567927-989-f.wav,96224
8440,844424930822032-389-m.wav,86936
24120,844424931337214-4-f.wav,56471
29045,844424931418287-775-f.wav,59443
37889,844424931539723-594-f.wav,86193
26228,844424931375976-775-f.wav,45697
28989,844424931418217-775-f.wav,72446
79130,844424933626513-359-m.wav,109227
29831,844424931426709-1031-f.wav,90279
43781,844424932445287-850-f.wav,85821
46259,844424932530148-850-f.wav,81363
8638,844424930827143-1031-f.wav,77276
70494,844424933120528-703-f.wav,85821
37406,844424931535468-594-f.wav,112942
16905,844424931121607-1031-f.wav,93995
33216,844424931465889-704-f.wav,109598
67798,844424933075025-976-f.wav,110341
29411,844424931422177-150-m.wav,86936
13843,844424930982105-270-f.wav,62415
36528,844424931517761-273-m.wav,80620
82550,844424933647751-601-m.wav,90651
74079,844424933147846-1194-f.wav,102539
76187,844424933610667-1-m.wav,85450
69739,844424933116682-1194-f.wav,114428
30303,844424931431156-1031-f.wav,108112
28487,844424931413058-557-f.wav,77276
53260,844424932721895-989-f.wav,88422
55001,844424932787691-782-f.wav,120744
36596,844424931518973-594-f.wav,85078
32072,844424931448210-270-f.wav,87307
33008,844424931461161-973-f.wav,62787
46927,844424932544140-850-f.wav,75790
22901,844424931323187-1044-f.wav,82849
69651,844424933116480-976-f.wav,82849
69530,844424933115426-976-f.wav,66131
12025,844424930912581-812-f.wav,69846
47665,844424932569361-703-f.wav,71703
62104,844424932988436-850-f.wav,80991
35235,844424931502628-989-f.wav,73561
49647,844424932619784-594-f.wav,127431
11807,844424930907538-812-f.wav,57214
42721,844424932415046-553-f.wav,70217
66286,844424933057905-1200-f.wav,67617
69922,844424933117904-850-f.wav,60186
17807,844424931150299-396-f.wav,55357
30104,844424931429616-1031-f.wav,115543
26204,844424931375950-775-f.wav,86564
41791,844424931596278-1143-f.wav,168670
37845,844424931539652-594-f.wav,128546
83071,844424933651195-601-m.wav,93623
17041,844424931122069-396-f.wav,43468
78026,844424933624481-776-m.wav,88793
36894,844424931527220-1200-f.wav,101053
21562,844424931293196-664-f.wav,75419
40934,844424931566941-594-f.wav,109970
43424,844424932443955-1147-f.wav,96595
46284,844424932530178-850-f.wav,82477
75721,844424933162347-703-f.wav,93252
56971,844424932829053-1200-f.wav,83592
21590,844424931293229-664-f.wav,72446
82603,844424933647880-601-m.wav,73933
4963,844424930673546-389-m.wav,112942
32230,844424931449088-1031-f.wav,70217
64740,844424933048225-521-f.wav,76533
48899,844424932607356-830-f.wav,77276
18828,844424931199701-736-f.wav,104026
68405,844424933085871-775-f.wav,59815
2564,844424930586091-396-f.wav,93995
25760,844424931369393-1031-f.wav,73561
23135,844424931325842-1031-f.wav,74304
75237,844424933153195-180-f.wav,91022
56669,844424932821961-775-f.wav,68731
71610,844424933138113-196-f.wav,54614
69971,844424933118262-850-f.wav,78019
70395,844424933119897-196-f.wav,70589
18913,844424931206933-736-f.wav,63158
67135,844424933063431-177-f.wav,52384
58152,844424932853088-850-f.wav,70217
40813,844424931566089-101-f.wav,101425
20004,844424931249045-664-f.wav,79505
59821,844424932909786-979-f.wav,105883
55450,844424932795970-373-m.wav,67617
1137,844424930554752-930-f.wav,135233
25224,844424931351669-608-f.wav,71332
71537,844424933137731-1200-f.wav,55357
35969,844424931507496-249-f.wav,96224
29901,844424931427589-442-f.wav,80991
57689,844424932847224-1200-f.wav,68731
38795,844424931547435-704-f.wav,83964
18862,844424931199751-736-f.wav,84707
61160,844424932932830-180-f.wav,82477
18078,844424931156461-608-f.wav,94738
45840,844424932523599-850-f.wav,77648
73007,844424933144439-521-f.wav,86193
20767,844424931282512-189-f.wav,85078
82849,844424933650384-32-m.wav,79134
22851,844424931323131-1044-f.wav,96595
36832,844424931527155-1200-f.wav,139691
81085,844424933638011-1199-m.wav,68731
53337,844424932723321-594-f.wav,83964
19160,844424931219837-930-f.wav,83592
9417,844424930840881-396-f.wav,86193
64815,844424933048407-704-f.wav,66502
49323,844424932611575-1200-f.wav,56843
16105,844424931077253-396-f.wav,64645
72373,844424933142398-66-f.wav,100310
28511,844424931413088-557-f.wav,83220
58469,844424932867852-775-f.wav,78391
74982,844424933152183-775-f.wav,66502
58105,844424932853034-850-f.wav,73933
23151,844424931325858-1031-f.wav,86193
35494,844424931503841-796-f.wav,94738
25435,844424931365862-736-f.wav,76162
55395,844424932795320-850-f.wav,60186
13968,844424930985628-1031-f.wav,100682
75258,844424933156729-180-f.wav,100310
56409,844424932820159-775-f.wav,77648
61980,844424932986169-850-f.wav,84335
78459,844424933625357-700-m.wav,162726
71202,844424933130307-1194-f.wav,129289
1707,844424930565715-812-f.wav,67988
58740,844424932871653-373-m.wav,86564
45355,844424932502725-331-f.wav,115171
59659,844424932904333-373-m.wav,67245
21130,844424931287181-608-f.wav,63158
66319,844424933057940-1200-f.wav,50898
62641,844424933006481-850-f.wav,65759
28475,844424931413045-557-f.wav,84335
75659,844424933161644-703-f.wav,89165
16491,844424931103994-292-m.wav,75047
5518,844424930687210-812-f.wav,76533
75514,844424933161158-850-f.wav,111827
77744,844424933623876-700-m.wav,121487
77915,844424933624328-586-m.wav,102168
